"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"18998","Palau","PLW","WPRO","High income",2032,2650,"65+yo"
"18999","Saint Kitts and Nevis","KNA","AMRO","High income",2032,6917,"65+yo"
"19000","San Marino","SMR","EURO","High income",2032,9854,"65+yo"
"19001","Tuvalu","TUV","WPRO","Upper middle income",2032,865,"65+yo"
"19002","Afghanistan","AFG","EMRO","Low income",2033,1482097.5,"65+yo"
"19003","Albania","ALB","EURO","Upper middle income",2033,587040,"65+yo"
"19004","Algeria","DZA","AFRO","Lower middle income",2033,4741228,"65+yo"
"19005","Angola","AGO","AFRO","Lower middle income",2033,1583206,"65+yo"
"19006","Argentina","ARG","AMRO","Upper middle income",2033,6693093,"65+yo"
"19007","Armenia","ARM","EURO","Upper middle income",2033,519528,"65+yo"
"19008","Australia","AUS","WPRO","High income",2033,5942987,"65+yo"
"19009","Austria","AUT","EURO","High income",2033,2337629,"65+yo"
"19010","Azerbaijan","AZE","EURO","Upper middle income",2033,1426220,"65+yo"
"19011","Bahamas","BHS","AMRO","High income",2033,64689.5,"65+yo"
"19012","Bahrain","BHR","EMRO","High income",2033,100754,"65+yo"
"19013","Bangladesh","BGD","SEARO","Lower middle income",2033,15635641,"65+yo"
"19014","Barbados","BRB","AMRO","High income",2033,58159,"65+yo"
"19015","Belarus","BLR","EURO","Upper middle income",2033,1848447.5,"65+yo"
"19016","Belgium","BEL","EURO","High income",2033,2877081.5,"65+yo"
"19017","Belize","BLZ","AMRO","Upper middle income",2033,33041.5,"65+yo"
"19018","Benin","BEN","AFRO","Lower middle income",2033,632631.5,"65+yo"
"19019","Bhutan","BTN","SEARO","Lower middle income",2033,68813.5,"65+yo"
"19020","Bolivia","BOL","AMRO","Lower middle income",2033,933623.5,"65+yo"
"19021","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2033,789272.5,"65+yo"
"19022","Botswana","BWA","AFRO","Upper middle income",2033,140018,"65+yo"
"19023","Brazil","BRA","AMRO","Upper middle income",2033,32454893.5,"65+yo"
"19024","Brunei Darussalam","BRN","WPRO","High income",2033,51143.5,"65+yo"
"19025","Bulgaria","BGR","EURO","Upper middle income",2033,1490633,"65+yo"
"19026","Burkina Faso","BFA","AFRO","Low income",2033,860535.5,"65+yo"
"19027","Burundi","BDI","AFRO","Low income",2033,462585,"65+yo"
"19028","Cambodia","KHM","WPRO","Lower middle income",2033,1560034,"65+yo"
"19029","Cameroon","CMR","AFRO","Lower middle income",2033,1130229,"65+yo"
"19030","Canada","CAN","AMRO","High income",2033,9896308.5,"65+yo"
"19031","Cape Verde","CPV","AFRO","Lower middle income",2033,54037.5,"65+yo"
"19032","Central African Republic","CAF","AFRO","Low income",2033,165859.5,"65+yo"
"19033","Chad","TCD","AFRO","Low income",2033,623413,"65+yo"
"19034","Chile","CHL","AMRO","High income",2033,3766736,"65+yo"
"19035","China","CHN","WPRO","Upper middle income",2033,288902677.5,"65+yo"
"19036","Colombia","COL","AMRO","Upper middle income",2033,7828887,"65+yo"
"19037","Comoros","COM","AFRO","Lower middle income",2033,46838.5,"65+yo"
"19038","Congo","COG","AFRO","Lower middle income",2033,297531.5,"65+yo"
"19039","Costa Rica","CRI","AMRO","Upper middle income",2033,901622.5,"65+yo"
"19040","Côte d'Ivoire","CIV","AFRO","Lower middle income",2033,1204602,"65+yo"
"19041","Croatia","HRV","EURO","High income",2033,966352.5,"65+yo"
"19042","Cuba","CUB","AMRO","Upper middle income",2033,2483196.5,"65+yo"
"19043","Cyprus","CYP","EURO","High income",2033,255240.5,"65+yo"
"19044","Czech Republic","CZE","EURO","High income",2033,2390430,"65+yo"
"19045","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2033,4414658.5,"65+yo"
"19046","Democratic Republic of the Congo","COD","AFRO","Low income",2033,4578193,"65+yo"
"19047","Denmark","DNK","EURO","High income",2033,1454888.5,"65+yo"
"19048","Djibouti","DJI","EMRO","Lower middle income",2033,81918.5,"65+yo"
"19049","Dominica","DMA","AMRO","Upper middle income",2033,10157,"65+yo"
"19050","Dominican Republic","DOM","AMRO","Upper middle income",2033,1283409,"65+yo"
"19051","Ecuador","ECU","AMRO","Upper middle income",2033,2120813,"65+yo"
"19052","Egypt","EGY","EMRO","Lower middle income",2033,8620314.5,"65+yo"
"19053","El Salvador","SLV","AMRO","Upper middle income",2033,653007,"65+yo"
"19054","Equatorial Guinea","GNQ","AFRO","Upper middle income",2033,103947,"65+yo"
"19055","Eritrea","ERI","AFRO","Low income",2033,202433.5,"65+yo"
"19056","Estonia","EST","EURO","High income",2033,310197,"65+yo"
"19057","Eswatini","SWZ","AFRO","Lower middle income",2033,66222.5,"65+yo"
"19058","Ethiopia","ETH","AFRO","Low income",2033,6410748,"65+yo"
"19059","Fiji","FJI","WPRO","Upper middle income",2033,75584.5,"65+yo"
"19060","Finland","FIN","EURO","High income",2033,1479182.5,"65+yo"
"19061","France","FRA","EURO","High income",2033,17075618,"65+yo"
"19062","Gabon","GAB","AFRO","Upper middle income",2033,143114,"65+yo"
"19063","Gambia","GMB","AFRO","Low income",2033,136130.5,"65+yo"
"19064","Georgia","GEO","EURO","Upper middle income",2033,681122.5,"65+yo"
"19065","Germany","DEU","EURO","High income",2033,23061134.5,"65+yo"
"19066","Ghana","GHA","AFRO","Lower middle income",2033,1940370,"65+yo"
"19067","Greece","GRC","EURO","High income",2033,2639714,"65+yo"
"19068","Grenada","GRD","AMRO","Upper middle income",2033,17925.5,"65+yo"
"19069","Guatemala","GTM","AMRO","Upper middle income",2033,1229282.5,"65+yo"
"19070","Guinea","GIN","AFRO","Lower middle income",2033,661195,"65+yo"
"19071","Guinea-Bissau","GNB","AFRO","Low income",2033,93930,"65+yo"
"19072","Guyana","GUY","AMRO","High income",2033,77430.5,"65+yo"
"19073","Haiti","HTI","AMRO","Lower middle income",2033,720518,"65+yo"
"19074","Honduras","HND","AMRO","Lower middle income",2033,698090,"65+yo"
"19075","Hungary","HUN","EURO","High income",2033,2061215,"65+yo"
"19076","Iceland","ISL","EURO","High income",2033,78388,"65+yo"
"19077","India","IND","SEARO","Lower middle income",2033,144718467,"65+yo"
"19078","Indonesia","IDN","SEARO","Upper middle income",2033,29856680.5,"65+yo"
"19079","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2033,11231487.5,"65+yo"
"19080","Iraq","IRQ","EMRO","Upper middle income",2033,2479777,"65+yo"
"19081","Ireland","IRL","EURO","High income",2033,1069480,"65+yo"
"19082","Israel","ISR","EURO","High income",2033,1424227.5,"65+yo"
"19083","Italy","ITA","EURO","High income",2033,17154869,"65+yo"
"19084","Jamaica","JAM","AMRO","Upper middle income",2033,325471,"65+yo"
"19085","Japan","JPN","WPRO","High income",2033,37449169,"65+yo"
"19086","Jordan","JOR","EMRO","Lower middle income",2033,914156,"65+yo"
"19087","Kazakhstan","KAZ","EURO","Upper middle income",2033,2534973,"65+yo"
"19088","Kenya","KEN","AFRO","Lower middle income",2033,2440132,"65+yo"
"19089","Kiribati","KIR","WPRO","Lower middle income",2033,8882,"65+yo"
"19090","Korea, Republic of","KOR","WPRO","High income",2033,14030396,"65+yo"
"19091","Kuwait","KWT","EMRO","High income",2033,227037,"65+yo"
"19092","Kyrgyzstan","KGZ","EURO","Lower middle income",2033,632241.5,"65+yo"
"19093","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2033,525004.5,"65+yo"
"19094","Latvia","LVA","EURO","High income",2033,428954,"65+yo"
"19095","Lebanon","LBN","EMRO","Lower middle income",2033,816456.5,"65+yo"
"19096","Lesotho","LSO","AFRO","Lower middle income",2033,101607.5,"65+yo"
"19097","Liberia","LBR","AFRO","Low income",2033,246843,"65+yo"
"19098","Libya","LBY","EMRO","Upper middle income",2033,628184.5,"65+yo"
"19099","Lithuania","LTU","EURO","High income",2033,638931,"65+yo"
"19100","Luxembourg","LUX","EURO","High income",2033,142306.5,"65+yo"
"19101","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2033,379740.5,"65+yo"
"19102","Madagascar","MDG","AFRO","Low income",2033,1540872.5,"65+yo"
"19103","Malawi","MWI","AFRO","Low income",2033,760958,"65+yo"
"19104","Malaysia","MYS","WPRO","Upper middle income",2033,4048661,"65+yo"
"19105","Maldives","MDV","SEARO","Upper middle income",2033,43032.5,"65+yo"
"19106","Mali","MLI","AFRO","Low income",2033,732052,"65+yo"
"19107","Malta","MLT","EURO","High income",2033,126699,"65+yo"
"19108","Mauritania","MRT","AFRO","Lower middle income",2033,229503,"65+yo"
"19109","Mauritius","MUS","AFRO","Upper middle income",2033,231197.5,"65+yo"
"19110","Mexico","MEX","AMRO","Upper middle income",2033,15395241,"65+yo"
"19111","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2033,8528,"65+yo"
"19112","Moldova, Republic of","MDA","EURO","Upper middle income",2033,526386,"65+yo"
"19113","Mongolia","MNG","WPRO","Lower middle income",2033,304072,"65+yo"
"19114","Montenegro","MNE","EURO","Upper middle income",2033,127642.5,"65+yo"
"19115","Morocco","MAR","EMRO","Lower middle income",2033,4424911.5,"65+yo"
"19116","Mozambique","MOZ","AFRO","Low income",2033,1143873,"65+yo"
"19117","Myanmar","MMR","SEARO","Lower middle income",2033,5349479,"65+yo"
"19118","Namibia","NAM","AFRO","Upper middle income",2033,163093,"65+yo"
"19119","Nepal","NPL","SEARO","Lower middle income",2033,2316087,"65+yo"
"19120","Netherlands","NLD","EURO","High income",2033,4553282.5,"65+yo"
"19121","New Zealand","NZL","WPRO","High income",2033,1135305,"65+yo"
"19122","Nicaragua","NIC","AMRO","Lower middle income",2033,562482.5,"65+yo"
"19123","Niger","NER","AFRO","Low income",2033,992514.5,"65+yo"
"19124","Nigeria","NGA","AFRO","Lower middle income",2033,9169522,"65+yo"
"19125","Norway","NOR","EURO","High income",2033,1281982,"65+yo"
"19126","Oman","OMN","EMRO","High income",2033,198882.5,"65+yo"
"19127","Pakistan","PAK","EMRO","Lower middle income",2033,14378234.5,"65+yo"
"19128","Panama","PAN","AMRO","High income",2033,624082,"65+yo"
"19129","Papua New Guinea","PNG","SEARO","Lower middle income",2033,577502,"65+yo"
"19130","Paraguay","PRY","AMRO","Upper middle income",2033,646345.5,"65+yo"
"19131","Peru","PER","AMRO","Upper middle income",2033,4292125,"65+yo"
"19132","Philippines","PHL","WPRO","Lower middle income",2033,9247459,"65+yo"
"19133","Poland","POL","EURO","High income",2033,8513846.5,"65+yo"
"19134","Portugal","PRT","EURO","High income",2033,2888330.5,"65+yo"
"19135","Qatar","QAT","EMRO","High income",2033,60916.5,"65+yo"
"19136","Romania","ROU","EURO","High income",2033,3892072,"65+yo"
"19137","Russian Federation","RUS","EURO","Upper middle income",2033,28370461,"65+yo"
"19138","Rwanda","RWA","AFRO","Low income",2033,730404.5,"65+yo"
"19139","Saint Lucia","LCA","AMRO","Upper middle income",2033,24501.5,"65+yo"
"19140","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2033,14752,"65+yo"
"19141","Samoa","WSM","WPRO","Lower middle income",2033,17003.5,"65+yo"
"19142","Sao Tome And Principe","STP","AFRO","Lower middle income",2033,12310.5,"65+yo"
"19143","Saudi Arabia","SAU","EMRO","High income",2033,1620357.5,"65+yo"
"19144","Senegal","SEN","AFRO","Lower middle income",2033,912960,"65+yo"
"19145","Serbia","SRB","EURO","Upper middle income",2033,1570357.5,"65+yo"
"19146","Seychelles","SYC","AFRO","High income",2033,16226.5,"65+yo"
"19147","Sierra Leone","SLE","AFRO","Low income",2033,384402,"65+yo"
"19148","Singapore","SGP","WPRO","High income",2033,1114853.5,"65+yo"
"19149","Slovakia","SVK","EURO","High income",2033,1177774.5,"65+yo"
"19150","Slovenia","SVN","EURO","High income",2033,540783,"65+yo"
"19151","Solomon Islands","SLB","WPRO","Lower middle income",2033,43091,"65+yo"
"19152","Somalia","SOM","EMRO","Low income",2033,693563.5,"65+yo"
"19153","South Africa","ZAF","AFRO","Upper middle income",2033,5698189,"65+yo"
"19154","South Sudan","SSD","AFRO","Low income",2033,547491,"65+yo"
"19155","Spain","ESP","EURO","High income",2033,12581175,"65+yo"
"19156","Sri Lanka","LKA","SEARO","Lower middle income",2033,3630247.5,"65+yo"
"19157","Sudan","SDN","EMRO","Low income",2033,2496848.5,"65+yo"
"19158","Suriname","SUR","AMRO","Upper middle income",2033,74115.5,"65+yo"
"19159","Sweden","SWE","EURO","High income",2033,2515243.5,"65+yo"
"19160","Switzerland","CHE","EURO","High income",2033,2277366,"65+yo"
"19161","Syrian Arab Republic","SYR","EMRO","Low income",2033,1850159.5,"65+yo"
"19162","Tajikistan","TJK","EURO","Lower middle income",2033,689846.5,"65+yo"
"19163","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2033,2714608,"65+yo"
"19164","Thailand","THA","SEARO","Upper middle income",2033,15192705.5,"65+yo"
"19165","Timor-Leste","TLS","SEARO","Lower middle income",2033,81881,"65+yo"
"19166","Togo","TGO","AFRO","Low income",2033,430905.5,"65+yo"
"19167","Tonga","TON","WPRO","Upper middle income",2033,8399.5,"65+yo"
"19168","Trinidad and Tobago","TTO","AMRO","High income",2033,250399,"65+yo"
"19169","Tunisia","TUN","EMRO","Lower middle income",2033,1695134,"65+yo"
"19170","Turkey","TUR","EURO","Upper middle income",2033,12458317,"65+yo"
"19171","Turkmenistan","TKM","EURO","Upper middle income",2033,587375.5,"65+yo"
"19172","Uganda","UGA","AFRO","Low income",2033,1671472.5,"65+yo"
"19173","Ukraine","UKR","EURO","Lower middle income",2033,8243175,"65+yo"
"19174","United Arab Emirates","ARE","EMRO","High income",2033,330452,"65+yo"
"19175","United Kingdom","GBR","EURO","High income",2033,15784435,"65+yo"
"19176","United States of America","USA","AMRO","High income",2033,75938604.5,"65+yo"
"19177","Uruguay","URY","AMRO","High income",2033,620805,"65+yo"
"19178","Uzbekistan","UZB","EURO","Lower middle income",2033,3242988.5,"65+yo"
"19179","Vanuatu","VUT","WPRO","Lower middle income",2033,20148,"65+yo"
"19180","Venezuela","VEN","AMRO","Upper middle income",2033,3708481,"65+yo"
"19181","Viet Nam","VNM","WPRO","Lower middle income",2033,13739589,"65+yo"
"19182","Yemen","YEM","EMRO","Low income",2033,1517826.5,"65+yo"
"19183","Zambia","ZMB","AFRO","Lower middle income",2033,691371.5,"65+yo"
"19184","Zimbabwe","ZWE","AFRO","Lower middle income",2033,610210,"65+yo"
"19185","Andorra","AND","EURO","High income",2033,19947,"65+yo"
"19186","Antigua And Barbuda","ATG","AMRO","High income",2033,16632,"65+yo"
"19187","Cook Islands","COK","WPRO","High income",2033,2423,"65+yo"
"19188","Marshall Islands","MHL","WPRO","Upper middle income",2033,2155.5,"65+yo"
"19189","Monaco","MCO","EURO","High income",2033,13056,"65+yo"
"19190","Nauru","NRU","WPRO","High income",2033,537,"65+yo"
"19191","Palau","PLW","WPRO","High income",2033,2714,"65+yo"
"19192","Saint Kitts and Nevis","KNA","AMRO","High income",2033,7049,"65+yo"
"19193","San Marino","SMR","EURO","High income",2033,10153.5,"65+yo"
"19194","Tuvalu","TUV","WPRO","Upper middle income",2033,898.5,"65+yo"
"19195","Afghanistan","AFG","EMRO","Low income",2034,1549765,"65+yo"
"19196","Albania","ALB","EURO","Upper middle income",2034,595755.5,"65+yo"
"19197","Algeria","DZA","AFRO","Lower middle income",2034,4968661.5,"65+yo"
"19198","Angola","AGO","AFRO","Lower middle income",2034,1646755,"65+yo"
"19199","Argentina","ARG","AMRO","Upper middle income",2034,6808592.5,"65+yo"
"19200","Armenia","ARM","EURO","Upper middle income",2034,523552,"65+yo"
"19201","Australia","AUS","WPRO","High income",2034,6064863.5,"65+yo"
"19202","Austria","AUT","EURO","High income",2034,2385248,"65+yo"
"19203","Azerbaijan","AZE","EURO","Upper middle income",2034,1473444,"65+yo"
"19204","Bahamas","BHS","AMRO","High income",2034,66819.5,"65+yo"
"19205","Bahrain","BHR","EMRO","High income",2034,104724,"65+yo"
"19206","Bangladesh","BGD","SEARO","Lower middle income",2034,16194807.5,"65+yo"
"19207","Barbados","BRB","AMRO","High income",2034,58890,"65+yo"
"19208","Belarus","BLR","EURO","Upper middle income",2034,1857717.5,"65+yo"
"19209","Belgium","BEL","EURO","High income",2034,2919383,"65+yo"
"19210","Belize","BLZ","AMRO","Upper middle income",2034,34614.5,"65+yo"
"19211","Benin","BEN","AFRO","Lower middle income",2034,656493,"65+yo"
"19212","Bhutan","BTN","SEARO","Lower middle income",2034,71494.5,"65+yo"
"19213","Bolivia","BOL","AMRO","Lower middle income",2034,964493.5,"65+yo"
"19214","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2034,789622.5,"65+yo"
"19215","Botswana","BWA","AFRO","Upper middle income",2034,146219,"65+yo"
"19216","Brazil","BRA","AMRO","Upper middle income",2034,33353509,"65+yo"
"19217","Brunei Darussalam","BRN","WPRO","High income",2034,53747,"65+yo"
"19218","Bulgaria","BGR","EURO","Upper middle income",2034,1497982,"65+yo"
"19219","Burkina Faso","BFA","AFRO","Low income",2034,892822.5,"65+yo"
"19220","Burundi","BDI","AFRO","Low income",2034,478868.5,"65+yo"
"19221","Cambodia","KHM","WPRO","Lower middle income",2034,1610373,"65+yo"
"19222","Cameroon","CMR","AFRO","Lower middle income",2034,1179450,"65+yo"
"19223","Canada","CAN","AMRO","High income",2034,10042531,"65+yo"
"19224","Cape Verde","CPV","AFRO","Lower middle income",2034,55958.5,"65+yo"
"19225","Central African Republic","CAF","AFRO","Low income",2034,170630.5,"65+yo"
"19226","Chad","TCD","AFRO","Low income",2034,652002,"65+yo"
"19227","Chile","CHL","AMRO","High income",2034,3875386,"65+yo"
"19228","China","CHN","WPRO","Upper middle income",2034,301039240,"65+yo"
"19229","Colombia","COL","AMRO","Upper middle income",2034,8108149.5,"65+yo"
"19230","Comoros","COM","AFRO","Lower middle income",2034,48238,"65+yo"
"19231","Congo","COG","AFRO","Lower middle income",2034,312474,"65+yo"
"19232","Costa Rica","CRI","AMRO","Upper middle income",2034,928517.5,"65+yo"
"19233","Côte d'Ivoire","CIV","AFRO","Lower middle income",2034,1255214.5,"65+yo"
"19234","Croatia","HRV","EURO","High income",2034,969078.5,"65+yo"
"19235","Cuba","CUB","AMRO","Upper middle income",2034,2552916,"65+yo"
"19236","Cyprus","CYP","EURO","High income",2034,262079.5,"65+yo"
"19237","Czech Republic","CZE","EURO","High income",2034,2403819,"65+yo"
"19238","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2034,4589191.5,"65+yo"
"19239","Democratic Republic of the Congo","COD","AFRO","Low income",2034,4731715,"65+yo"
"19240","Denmark","DNK","EURO","High income",2034,1469137,"65+yo"
"19241","Djibouti","DJI","EMRO","Lower middle income",2034,85542,"65+yo"
"19242","Dominica","DMA","AMRO","Upper middle income",2034,10383,"65+yo"
"19243","Dominican Republic","DOM","AMRO","Upper middle income",2034,1322930,"65+yo"
"19244","Ecuador","ECU","AMRO","Upper middle income",2034,2198158,"65+yo"
"19245","Egypt","EGY","EMRO","Lower middle income",2034,8936332,"65+yo"
"19246","El Salvador","SLV","AMRO","Upper middle income",2034,670999.5,"65+yo"
"19247","Equatorial Guinea","GNQ","AFRO","Upper middle income",2034,107867,"65+yo"
"19248","Eritrea","ERI","AFRO","Low income",2034,209632.5,"65+yo"
"19249","Estonia","EST","EURO","High income",2034,312321,"65+yo"
"19250","Eswatini","SWZ","AFRO","Lower middle income",2034,68353.5,"65+yo"
"19251","Ethiopia","ETH","AFRO","Low income",2034,6686678,"65+yo"
"19252","Fiji","FJI","WPRO","Upper middle income",2034,76893,"65+yo"
"19253","Finland","FIN","EURO","High income",2034,1485092.5,"65+yo"
"19254","France","FRA","EURO","High income",2034,17279406.5,"65+yo"
"19255","Gabon","GAB","AFRO","Upper middle income",2034,148819,"65+yo"
"19256","Gambia","GMB","AFRO","Low income",2034,141864.5,"65+yo"
"19257","Georgia","GEO","EURO","Upper middle income",2034,685075,"65+yo"
"19258","Germany","DEU","EURO","High income",2034,23370885.5,"65+yo"
"19259","Ghana","GHA","AFRO","Lower middle income",2034,2028929.5,"65+yo"
"19260","Greece","GRC","EURO","High income",2034,2678032,"65+yo"
"19261","Grenada","GRD","AMRO","Upper middle income",2034,18145.5,"65+yo"
"19262","Guatemala","GTM","AMRO","Upper middle income",2034,1270952,"65+yo"
"19263","Guinea","GIN","AFRO","Lower middle income",2034,679728.5,"65+yo"
"19264","Guinea-Bissau","GNB","AFRO","Low income",2034,97438,"65+yo"
"19265","Guyana","GUY","AMRO","High income",2034,79712.5,"65+yo"
"19266","Haiti","HTI","AMRO","Lower middle income",2034,741677.5,"65+yo"
"19267","Honduras","HND","AMRO","Lower middle income",2034,728100,"65+yo"
"19268","Hungary","HUN","EURO","High income",2034,2079697.5,"65+yo"
"19269","Iceland","ISL","EURO","High income",2034,79824,"65+yo"
"19270","India","IND","SEARO","Lower middle income",2034,149652231,"65+yo"
"19271","Indonesia","IDN","SEARO","Upper middle income",2034,30996013,"65+yo"
"19272","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2034,11723608.5,"65+yo"
"19273","Iraq","IRQ","EMRO","Upper middle income",2034,2619566.5,"65+yo"
"19274","Ireland","IRL","EURO","High income",2034,1095825.5,"65+yo"
"19275","Israel","ISR","EURO","High income",2034,1454395.5,"65+yo"
"19276","Italy","ITA","EURO","High income",2034,17440874.5,"65+yo"
"19277","Jamaica","JAM","AMRO","Upper middle income",2034,334028.5,"65+yo"
"19278","Japan","JPN","WPRO","High income",2034,37655358,"65+yo"
"19279","Jordan","JOR","EMRO","Lower middle income",2034,971142.5,"65+yo"
"19280","Kazakhstan","KAZ","EURO","Upper middle income",2034,2602060.5,"65+yo"
"19281","Kenya","KEN","AFRO","Lower middle income",2034,2545197,"65+yo"
"19282","Kiribati","KIR","WPRO","Lower middle income",2034,9191,"65+yo"
"19283","Korea, Republic of","KOR","WPRO","High income",2034,14462697.5,"65+yo"
"19284","Kuwait","KWT","EMRO","High income",2034,236995.5,"65+yo"
"19285","Kyrgyzstan","KGZ","EURO","Lower middle income",2034,653117,"65+yo"
"19286","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2034,544251.5,"65+yo"
"19287","Latvia","LVA","EURO","High income",2034,429827.5,"65+yo"
"19288","Lebanon","LBN","EMRO","Lower middle income",2034,843323,"65+yo"
"19289","Lesotho","LSO","AFRO","Lower middle income",2034,102565,"65+yo"
"19290","Liberia","LBR","AFRO","Low income",2034,254748,"65+yo"
"19291","Libya","LBY","EMRO","Upper middle income",2034,671854,"65+yo"
"19292","Lithuania","LTU","EURO","High income",2034,643319.5,"65+yo"
"19293","Luxembourg","LUX","EURO","High income",2034,146808,"65+yo"
"19294","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2034,383090,"65+yo"
"19295","Madagascar","MDG","AFRO","Low income",2034,1598904.5,"65+yo"
"19296","Malawi","MWI","AFRO","Low income",2034,790907.5,"65+yo"
"19297","Malaysia","MYS","WPRO","Upper middle income",2034,4194537,"65+yo"
"19298","Maldives","MDV","SEARO","Upper middle income",2034,45739.5,"65+yo"
"19299","Mali","MLI","AFRO","Low income",2034,758429.5,"65+yo"
"19300","Malta","MLT","EURO","High income",2034,127853,"65+yo"
"19301","Mauritania","MRT","AFRO","Lower middle income",2034,238373.5,"65+yo"
"19302","Mauritius","MUS","AFRO","Upper middle income",2034,235214,"65+yo"
"19303","Mexico","MEX","AMRO","Upper middle income",2034,15969281,"65+yo"
"19304","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2034,8664,"65+yo"
"19305","Moldova, Republic of","MDA","EURO","Upper middle income",2034,522602.5,"65+yo"
"19306","Mongolia","MNG","WPRO","Lower middle income",2034,318437.5,"65+yo"
"19307","Montenegro","MNE","EURO","Upper middle income",2034,128401.5,"65+yo"
"19308","Morocco","MAR","EMRO","Lower middle income",2034,4561893,"65+yo"
"19309","Mozambique","MOZ","AFRO","Low income",2034,1183869.5,"65+yo"
"19310","Myanmar","MMR","SEARO","Lower middle income",2034,5504191,"65+yo"
"19311","Namibia","NAM","AFRO","Upper middle income",2034,169541,"65+yo"
"19312","Nepal","NPL","SEARO","Lower middle income",2034,2373139,"65+yo"
"19313","Netherlands","NLD","EURO","High income",2034,4633214,"65+yo"
"19314","New Zealand","NZL","WPRO","High income",2034,1158321.5,"65+yo"
"19315","Nicaragua","NIC","AMRO","Lower middle income",2034,587494.5,"65+yo"
"19316","Niger","NER","AFRO","Low income",2034,1027904,"65+yo"
"19317","Nigeria","NGA","AFRO","Lower middle income",2034,9451183.5,"65+yo"
"19318","Norway","NOR","EURO","High income",2034,1309735.5,"65+yo"
"19319","Oman","OMN","EMRO","High income",2034,205918.5,"65+yo"
"19320","Pakistan","PAK","EMRO","Lower middle income",2034,14785076.5,"65+yo"
"19321","Panama","PAN","AMRO","High income",2034,649074,"65+yo"
"19322","Papua New Guinea","PNG","SEARO","Lower middle income",2034,603781,"65+yo"
"19323","Paraguay","PRY","AMRO","Upper middle income",2034,667870.5,"65+yo"
"19324","Peru","PER","AMRO","Upper middle income",2034,4439424,"65+yo"
"19325","Philippines","PHL","WPRO","Lower middle income",2034,9569152,"65+yo"
"19326","Poland","POL","EURO","High income",2034,8555691.5,"65+yo"
"19327","Portugal","PRT","EURO","High income",2034,2917380,"65+yo"
"19328","Qatar","QAT","EMRO","High income",2034,61815.5,"65+yo"
"19329","Romania","ROU","EURO","High income",2034,4000408,"65+yo"
"19330","Russian Federation","RUS","EURO","Upper middle income",2034,28426525.5,"65+yo"
"19331","Rwanda","RWA","AFRO","Low income",2034,749354.5,"65+yo"
"19332","Saint Lucia","LCA","AMRO","Upper middle income",2034,25305.5,"65+yo"
"19333","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2034,14925.5,"65+yo"
"19334","Samoa","WSM","WPRO","Lower middle income",2034,17488.5,"65+yo"
"19335","Sao Tome And Principe","STP","AFRO","Lower middle income",2034,12751.5,"65+yo"
"19336","Saudi Arabia","SAU","EMRO","High income",2034,1704892.5,"65+yo"
"19337","Senegal","SEN","AFRO","Lower middle income",2034,946852,"65+yo"
"19338","Serbia","SRB","EURO","Upper middle income",2034,1568871.5,"65+yo"
"19339","Seychelles","SYC","AFRO","High income",2034,16803,"65+yo"
"19340","Sierra Leone","SLE","AFRO","Low income",2034,398343.5,"65+yo"
"19341","Singapore","SGP","WPRO","High income",2034,1144081,"65+yo"
"19342","Slovakia","SVK","EURO","High income",2034,1188062.5,"65+yo"
"19343","Slovenia","SVN","EURO","High income",2034,547011.5,"65+yo"
"19344","Solomon Islands","SLB","WPRO","Lower middle income",2034,45245.5,"65+yo"
"19345","Somalia","SOM","EMRO","Low income",2034,717452.5,"65+yo"
"19346","South Africa","ZAF","AFRO","Upper middle income",2034,5835684.5,"65+yo"
"19347","South Sudan","SSD","AFRO","Low income",2034,575164,"65+yo"
"19348","Spain","ESP","EURO","High income",2034,12861805.5,"65+yo"
"19349","Sri Lanka","LKA","SEARO","Lower middle income",2034,3714318.5,"65+yo"
"19350","Sudan","SDN","EMRO","Low income",2034,2593673,"65+yo"
"19351","Suriname","SUR","AMRO","Upper middle income",2034,76618,"65+yo"
"19352","Sweden","SWE","EURO","High income",2034,2543533.5,"65+yo"
"19353","Switzerland","CHE","EURO","High income",2034,2327769,"65+yo"
"19354","Syrian Arab Republic","SYR","EMRO","Low income",2034,1934392.5,"65+yo"
"19355","Tajikistan","TJK","EURO","Lower middle income",2034,719058.5,"65+yo"
"19356","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2034,2823274,"65+yo"
"19357","Thailand","THA","SEARO","Upper middle income",2034,15633821.5,"65+yo"
"19358","Timor-Leste","TLS","SEARO","Lower middle income",2034,84223.5,"65+yo"
